content,board
 我很像好了  奇妙的一年= =  ,sad
 半夜兩點去吃控肉飯  再去逛家樂福  看日出喝酒  早上七點上床睡覺  ,hate
 可惡  豪想  抽菸喔QQ  我以為  我撐得住  嗚嗚  藍受  明後天好了  自己一個人粗氣走走  然後  恩恩  QQ  孤單寂寞覺得冷然後吞雲吐霧好了  爽  QQ  啊  不能不行不行  說好的  偶不能現身OUO  這世人  就連開 身  都不行   ,sad
 今天下午不知道是怎麼回事 就好像是說好的一樣 都沒人打擾我 是因為要假日的關係嗎? 覺得這樣安靜好舒服好悠閒~  ,happy
 死不發獎金欸 誰要禮盒啦哭啊  雖然送蛋糕禮盒，我爸似乎吃的滿開心ㄉ==  ,hate
  ===================================================================   來發錢囉~~~~~   魯姊這幾天 雖然禁閉家中，但著實進步不少  有感受到精神變化喔  總之 一直是我長久以來注重的大事(精神體力進步)  來! 發錢囉  五位 不重複 每人稅前50P  說說吉祥話即可  先搶先贏喔  呼呼呼                          今天的採購 又是趁著夜黑風高的凌晨時分  買了沙士跟奶茶  有夠重的  花了一百多塊錢  ======================================================================   繼續等待把拔馬麻回來  今天也不知道要幹嘛  大概又是掛網和昏睡吧    ,happy
   端午節才早上9點，  氣溫就 30 度了  給不給人活  補個淦  ,hate
 垃圾 狗男女 去死一死 湊一對剛好 事業失敗 家破人亡 中年中風 絕子絕孫 性無能 3秒鐘 操你媽的 低能兒  ,hate
 真的差很多好嗎   奉勸各位如果身體健康還可以   可以試看看一陣子當肥仔 一陣子當瘦仔（不要跟我說臉啦，人瘦稍微打理一下都醜不到哪 裡去啦）   可以看到這世界殘酷現實的人情冷暖捏 差超級無敵多的好嗎 根本就像到了平行宇宙一樣 世人突然變得那麼友善美好熱情奔放 一切都沒有任何阻礙 萬事順利   然後你就會失去對人類所有的信賴了   不要再以為世人沒有長相歧視了好嗎   操他媽有夠天真= =   操  ,hate
  為了個選舉 改個限制700次數.又改限制1000次數 選舉完了 還要等人上班上線才能改回原本限制360 真悲哀的管理  ,sad
     魯姊我非常無聊   因為沒法自由出門   在家又只想掛網   但ptt優文有限   一整天就是發呆度日   然後 還要排解無形壓力   真的無聊阿     happy點: 度過了8/3 8/4的黑色周末   ,happy
 https://i.imgur.com/dai69RL.jpg  這是真的嗎？  鄉民的貓咪會躲到鍋子裡嗎？  補個淦  ,hate
 週期性反覆的吵架已經快變常態  疫情使我們開始長期遠距外還無法見面 無法見面更糟的是，我們連什麼時間點能見到這才更糟糕  心靈都到極限，思念對方的心，開始漸漸消失 少的是那個真實感，但我知道少了真實感但喜歡的心還在  我每天看着胡搞瞎搞的鳥事，沒有一件事順心 更糟糕的是思念的人遠到我們似乎永遠都要見不到的感覺...  何時國門能重啟?何時那自由的生活會再來? 何時能見到我思念的那個人?  好多話想當面說，好多話被這疫情綁住說不出口 好多話是真是假都搞不清楚了  該死的新冠肺炎，為何要這樣突然的來臨打亂這世界的和平!! 到底有何居心，我想這可能都無法有答案了  晚安，難過的夜。  ,sad
 愛隨著你的離去而凋零 開始失去生命的意義 漸漸沒了愛人的動力  是不是因為那些人都不是你? 還是真的我病變了   明知道一切都不會有所改變 如同再也不回頭的你 如同始終只會被拋棄的我   ,sad
  卡德加 做公益沒卡背也沒關係 嘿嘿  https://i.imgur.com/Rptn8j5.jpg https://i.imgur.com/xO5zFqM.jpg https://i.imgur.com/34pSov8.jpg https://i.imgur.com/11ZA51d.jpg  佛心公司啊!  祝福大家都能抽到好卡哦～  ,happy
  看到櫃檯放一些  上面寫一支200  五支 900  看起來還滿多組的  也沒人會想到要來這邊買。  至少知道如果緊急的時候要去哪買快篩了  補個淦  ,hate
 是高鐵站內 = =  他們會飛出去找飯吃嗎  有點太瘦ㄌ  ,hate
 一本一年比一年厚的期刊終於二校  這次只有四天可以排  +每日日常稿件 +延續上週的忙碌  一校資料狂刪 又另外加一堆 差點吐血  最後竟然三天就搞定 今天二校  簡直爽  有趕件 不用一直中斷接客戶 也爽  平常件 做10分鐘 中斷接客戶 感覺幾百年也做不完   沒人懂 那麼厚 三天趕完是什麼滋味  沒人懂 馬力全開 加班後回家的滋味  就像平常 哦做完了哦好棒棒哦   誰像那 只會擺爛的   我自己做完 我自己爽  今天準時下班也不想看臉色 （雖然還是晚16分鐘  回家耍廢 開心  兩隻笨貓也開心（早點放飯   希望趕快定稿  客人眼睛睜大 仔細看稿 別印了 才發現錯啊       -- Sent from my Android  ,happy
 因為是同性戀，加上家管較嚴，所以爸媽一直不是很喜歡我的這段感情  相較之下，她的家人很支持也不會太去設限她的生活，我也去過她家很多次也受到很多照顧  但最近無論是參加同運或是想搬出去一起住，總是沒辦法讓兩邊都滿意  我知道她已盡量體諒我的為難，也知道她已忍受許久  我也知道她心中一定是滿滿的不平衡，但我卻又很希望她能夠再等我一陣子  多麼希望她能成為我的避風港  雖然我明白若是讓她一味單方面的付出，這是非常自私的  然而我真的好害怕，一直這樣消磨下去，感情再深也終究是會瓦解的  真的好累，卻兩邊都不能說  已經瀕臨崩潰邊緣  ,sad
  超爽的啦，  託女友的幸運之手幫我投箱子，  說抽到愛配要給她喔，  我說好，  結果...抽電視竟然...叫到我！  剛開始還有點猶豫...  幹，竟然是我...  爽啦。  折扣至少也有1萬8 XD  ,happy
"        今天下午去東海商圈，跟以前的朋友見面，    先去買泡芙囉，這下午三點半就開始賣，我到的時候已經是四點了    居然就超級多人在排隊了!!    然後再去 ""Yes58"" 吃義大利麵囉，這家店在台中開了好幾家!!    從菜單可以看出從低價位到高價位的簡餐都有    我點 "" 卡塔尼亞奶香海陸義大利麵 ""    朋友點 "" 奶油南瓜雞肉燉飯 ""    加20元就可以變成套餐 25元飲料一杯    加28元就可以變成套餐 濃湯一碗    加60元就可以變成套餐 25元飲料一杯 + 小點心一份    ------------------------- http://yukuan20057515.pixnet.net/blog/post/61992145 -------------------------  ",happy
 今天早上物理小考  本帥宅一個碾壓考題  剛剛發考卷的時候發現竟然不是滿分  看了老師發的詳解發現是助教答案給錯了  林北直接找老師討分  順便婊了一下助教  教授直接把助教叫過來薛了一頓  順便把我的分數加回來  有抓又有拿 宋  ,happy
 這家壽司店我第一次吃  大切鮭魚生魚片很棒  最令我喜歡的是芒果雪花冰!!!  他有一般的冰淇淋一球，雪花冰一碗，真的芒果塊，一顆一顆一咬就爆開流出果汁的晶球 ，芒果醬，很好吃~  滿足~  ,happy
         很想發火 可是這位PM聲音很銷魂  幹= =  聽到聲音本來很想罵人 但聽到聲音就生不了氣    這是不是先天優勢阿幹  ,hate
   開心！  原本想說下大雨加上行李箱不夠大，  還怕機車載不下那麼多東西，  準備要打電話請搬家公司來了哈哈  幸好雨一下子就停了，  加上行李箱的無限可能（塞塞塞）  憑著一己之力來回三趟搞了快3小時，  終於搬完啦！  讚喔！   ----- Sent from JPTT on my iPhone  ,happy
 火鍋神  突然收到妳離開人世的消息  我真的非常非常難過   星期五去看妳吧  其實真的再也沒機會了 對不起  ,sad
 老實說跟妳的關係 從妳跟我說 妳累了 的那一刻起 我們就好像退回朋友 甚至比朋友還要客氣的朋友 不久前看到妳的ig 好像有了護花使者 我想 謝謝妳 曾一路陪著我  ,sad
   竟然可以在一天之內連續吃那麼多好料，  接近兩點的時候，  先吃了臭豆腐，  臭豆腐吃完再去喝杯冰涼的巧克力鮮奶，  跟咖啡店的老闆閒聊幾句之後，  轉戰了大魔王，  就是牛排+各種美食思考著，  等到下次真的非常的餓再戰了，  否則只能看著滿滿的食物，  胃卻一點空間也沒有了，  自己還喝了4杯的綠蓋奶，  撐到最高點了&超級爽快的一日！  ,happy
 生命是你給我的  但現在這些痛苦也是你給的  親人之間的關係卻無法切斷 我累了真的好不自由   有一天真的無法忍受的時候   我可能就直接離開這個世界去了   好痛苦…………    我不相信這是大家口中的愛  愛不會讓人窒息作嘔  愛不會讓人心悸流淚   愛不會讓人想從頂樓跳往另外一個生命  ,sad
 因為喜歡烘焙所以常常將自己實做的過程拍成影片剪輯放上Youtube 我連Youtube盈利的資格都沒有，只是純粹想和大家分享 因為我也是看上面其他人的教學影片一路學過來的  為什麼將影片和食譜放上來分享 卻被人斬釘截鐵的說我絕對是業配文  我私聊他，卻得到這個答案 你包裝直接放上去，不是業配是什麼  你知道你這話有多無聊嗎  奶油是一次能用完的東西嗎？包裝的鋁箔紙丟了我要用什麼包？  鮮奶油就是一次剛好用一罐200ml的剛好，我何苦要把它倒在碗裡後再倒進材料裡，碗你 幫我洗嗎  要加優格幹嘛要特地轉正面給大家看，你有事嗎？不這樣萬一買錯怎麼辦，你要買什麼牌 子我都沒意見好嗎  我脫模的時候是用吹風機哄熱的，你怎麼不說我在業配吹風機！真的很有病！  到底什麼時候這是一番好意分享也會被塑造成事情絕沒那麼簡單，一定是為了什麼什麼  你們把社會和人性想得好可怕好複雜，只是分享而已，到底想怎樣！  ,sad
    第四本書～  自從每天看書之後這是第四本了， 本來設定開學前至少看三本， 結果不知不覺看到第四本， 這也代表我手滑買了四本書....  把時間當做朋友 恆毅力 me myself and us 真心看自己，有念則花開  都算是不同類型的書， 每本都更新了自己的知識。  尤其是第三本最震撼， 小時候比較愛認知心理學， 性格的部分就沒碰， 但是這次看了關於人格的書， 有一些小震撼。  裡面也談到跟環境有關的地方， 又勾起我以前也有興趣的另一個領域， 環境心理學。  相同環境， 對於不同性格的人有不同的影響， 是不是有點像風水呢？  一直以來我覺得風水就是古代的環境科學， 只是後來太怪力亂神了， 凡事要自己能夠思考，辨別是非， 真的很重要， 否則， 只會被一些無法驗證的事情牽著走而已。  ––  工作與學習，繼續累積。   –– 想念一個人，不是強求什麼； 思念，也是釋懷的一部分。  只是思念無邊無際。  –– 分開後，才知道你根本不在乎。  這時候，誰輕誰重，高下立判。       ----- Sent from JPTT on my Sony E6853.  ,sad
 https://i.imgur.com/1TrZeh3.jpg  2公升可樂要45元  連沙士都變成相對便宜的飲料  https://i.imgur.com/kNvhO35.jpg  以後沒辦法買可樂了  補個淦   ,hate
 剛剛突然發現硬碟裡有一個神祕檔案好大 好奇之下上網查了一下關鍵字 原來是系統備分檔 然後看到其他人說那個東西可以刪除 也找到了之後需要再備分可以使用的方法 所以就開心地刪掉了那個檔案 現在空間突然變好大呢！  ,happy
 天天都黑皮  最近感覺好事情一起來啊  上次發現錢  最近又找到了最喜歡的東西  馬上購入  happy!  ,happy
 昨天在限時動態問有沒有人要一起看傷心欲絕和洪申豪 結果過了一天都沒半個人回...好難過 FB一堆朋友按有興趣的4診樣啦嗚嗚嗚 我是邊緣人吧 還錯過藝fun券 QQ  ,sad
  今天在家耍廢  再讓我偷懶一下 不想這麼快戴上10層面具 是我不合適吧 是我不合適 這種的體制與思維 難怪郭先生傳賢不傳子 不得不承認他的先見之明  。  每個人都在黑暗光明中來回穿梭 這就是 人生  。  想念的季節 ----- Sent from JPTT on my iPhone  ,sad
  好累、好煩  家裡有揮不去的煩惱  在學校有得面對的煩惱  我也會累  我...也想傾訴  但許多事還是不說的好吧  在學校最喜歡的是打球  但我好怕  好怕辜負了教練ㄧ開始對我的期待  我打得這麼的差  我努力了 努力了...  可是為什麼還是打得這麼爛  要在社團、宿舍、上課和那麼多人相處  真的好累 好費精力  心裡存在許久的矛盾什麼時候才能頓開     ,sad
  原來我的不安  我的難過  憋了好幾年  終於明白是你在我28歲造成的  你的自以為  造就今天  你傷害了我  我也傷害過你  我再也不覺得傷害你有什么好對不起的  因為你也會做同樣的事  傷害別人 是他人活該  我也被這樣對待的  少在那邊良不良心  當你沒辦法傷別人前說良心  傷了就說活該  這去死一死的社會  ----- Sent from JPTT on my Samsung SM-G930F.  ,sad
  自九月過後一連串的事， 我真的疲憊不堪，心中起伏不定， 為何老天要如此捉弄我，  從傷害我身邊的人， 羞辱我身邊的人， 那些人的冷落無情， 為何那些人還活得好好， 得不到報應， 我很絕望，因為我什麼事都不能做。  就連我最愛的事也被剝奪了， 我一度認為活著已找不到意義。 沒人，沒人可以救我。 任憑我不斷地絕望跟哭泣， 每天還必須強顏歡笑。 只能看著不認識的路人過著幸福快樂的日子。 卻感嘆自己的可悲， 我到現在還是放不下那些， 我還是為此生氣難過， 有人說克服並承認接受一件事要十年， 七年了，難道我還要等三年嗎…   ----- Sent from JPTT on my Asus ASUS_Z012DA.  ,sad
     因為我的病就是靈魂出了竅 還沒回來  我是上個月摸自己的頭  很明顯右邊的頭 空空地   結果 我這幾天 又碰巧摸了自己右邊的頭  發現 比較有重量了耶  很明顯不一樣   真的是有進步阿  驚爽!!  ,happy
 今天一個不小心，湯加太多糖，整個料理失敗，嘖嘖嘖。 看來該再好好的練習一番了。  ,hate
 早上公出有跟同事說 中午回來 他叫我去冰箱拿飲料喝 嗚嗚嗚 他說麥芽牛奶可可脆片安撫一下在外辛苦的我 嗚嗚嗚嗚嗚 覺得很開心 明明是自己愛吃 可是有湯了 明天早上再來喝 早上喝了草莓拿鐵也蠻開心的 https://i.imgur.com/rdc9vu2.jpg  ,happy
 回家一直忘記注意那台很吵的除濕機   原來是三菱的   =.= 只能說挺好用的 好猶豫買哪個Orz 大金的除濕機超特別害人家心動   ,hate
 滿足了  看到妳吃飽開懷的臉   滿足了  彷彿看到妳幸福的微笑   滿足了  在這一刻似乎不好的都忘了  只留下美好的快樂的   滿足了  不用比較不用煩惱不用擔心受怕   滿足了  準備該離開了   ,happy
 說不出口 就好像感情一樣 不能輕易的流露 只對兩三個人說過你的名字 是輕鬆戲謔的語氣 如同日常的八卦談話  我想念你 也是我的日常  ,sad
 感謝今天麻將之神的降臨 讓我逆轉勝贏了一點錢 也算是不無小補 本來撲克牌只剩兩張 好險有人要上訴 但累翻了 打到眼睛都要閉上了 剩下最後幾天跨年了欸 時間好快好快 我追不上他了  ,happy
 是40元+小薯條+中飲料   剛才在漢堡王換餐嘛  後面那位小姐單點一個雙層肉華堡(165)  可是萊爾富app裡面 現在  雙層肉華堡+小薯條+中飲料只要125  所以她好虧阿QQ   因為我先點餐的  本來想離開的時候跟她講  結果店員先給她餐點 只有一個漢堡  我的又外帶弄成內用  等我走出去她人早就消失了  愛莫能助~   肚子餓  買4送4纖維+果然不負期望  一罐都沒有 哈哈  ---- Sent from BePTT on my Realme RMX3171  -- Q    ◢▲◣    ◢▲◣ S  ◢  \\██  //  ◣            發財發財 W 【'' )  ◢▄◣  ◢▄◣ ▎        發財發財 E ◥  |  ▼  ▍◢千◣ 發財發財 E ◥ \=== ︶︶    ===▎█万= 】 發財發財 T  ◥ ▃▃▃▃●▃▃▃▃ \◥両◤ 發財發財  ,hate
 終於有冬天的感覺了!!! 希望可以一直冷下去 暖暖的冬天不是冬天 還是冷冷地舒服 希望環境可以趕快恢復正常  ,happy
 又濕又冷又下雨 出門領貨 又出門買蛋跟鮮奶油又再去領貨  馬的 一個早上就花了一千多 好可怕  人生真的 好難   ,hate
  在高鐵上睡著了 因為身上還有你的氣息 我好像很久沒有安穩的睡著 昨晚你的陪伴縱使是我們相處的最後一晚 我還是抵擋不了氣味帶來的安全感 一度醒來彷彿回到住在你家的那段幸福時光  你隨口說了一聲要吃什麼 我以為我們又睡到中午 然後準備外出中餐 意識忽然清醒 哦不 我等等會搭上接駁車走人  車子到站前的煎熬 還有後悔上車後我沒有揮手道別 我內心有個大洞 合不起來 看著剛開始熟悉的合照 還有我們的最後一張照片 我的眼神透露了我累了 而你還是一樣怪表情 屁孩的狀態不變  我不敢想像這次是否如我們約定的 我也會努力看看 只是剛回家洗澡時 發現身上有一根你的長髮 再次潰堤  真的不知道怎麼熬過我人生的冰河期 ----- Sent from JPTT on my iPhone  ,sad
  從第一次你說要分手 說我們不適合的那個時候 早就該清楚明白 那時候的你 其實欺瞞了我很多事 那時候的我 是哭得久久不能自己 無時無刻想到就哭 也不管身旁有多少人在看 現在回想起來 覺得自己怎麼這麼傻 也後悔如果那時候沒有厚著臉皮挽留你 會不會就沒有後來這麼多事情發生了  複合後 發生了太多事 也讓我開始懷疑你跟我相處的那段時間 到底有什麼目的 只是在利用我而已嗎 時常在為這件事吵架 因為我真的接受不了 因為我真的沒想到你會這樣對我  至今 難過的是我 受傷的是我 狠不下心的也還是我 今天還是不爭氣的去找你  現在的我 真的只想一個人獨處 明天的打工也不去了 因為真的想一個人靜靜 喝著啤酒 讓自己什麼事也想不起來    ,sad
   幹尼瑪的！    常態性核酸檢測！    幹！    開始準備回台灣打工的履歷表改版！    https://upload.cc/i1/2022/04/27/g5Kv7Q.jpg    三小排雷兵！ 排你媽的！    死共慘黨！幹！    ,hate
 外面雖然下大雨  但是比平常提早10分鐘出門  一路卻無比的順暢  原來提早出門的效益這麼大耶  以後也都要提早出門  ,happy
 衛生所沒上班我怎麼問啊 幹拎娘有夠煩欸 我3天到了啊 可以出門了吧？  可是他媽電子圍籬到底是有還沒有啊 幹 ？ ---- Sent from BePTT on my iPhone 12  ,hate
 如果說  就跟房價一樣慢慢往上  明天500  後天600  其實是不是蠻穩定的   上海目前也就一天2萬  畢竟溫水煮青蛙比較能讓大家接受  ,hate
 下班啦~~開心  又到了週末了  這週末好多行程  覺得很充實  祝大家有個愉快的週末  --  **一加一   我和你   就等於  快樂。**  ,happy
 本肥還是持續在隔周wfh  現在在外面偷  真d讚  ,happy
 我想  相信就好了 可是做不到 每天都在害怕 什麼時候會累了？  好想牽著手睡覺 聽了很多情歌，剛覺得跟我們好像有點像   從頭到尾 好像只有我一個人 跟所有人不一樣 沒有自己 只有你的世界 我知道我不該這樣，從你第一次跟我說你覺得我很黏的時候。  常常看著你，覺得你好成熟，我永遠都趕不上你   或許也配不上 好害怕啊  ,sad
  剪完頭髮後  感覺世界就是不一樣耶  心情變得特別好  有種說不出的輕鬆舒暢的感覺  希望每天都能抱持這種好心情  未來一年也要替自己加加油  ,happy
 在我最痛苦  最難熬的那段日子裡  謝謝有你陪我  你給了我希望  讓我覺得未來是值得期待的  但漸漸的  你也成為了  讓我痛苦的存在  你說過的話  都只是謊言  我難過的問你  當初對我說的那些呢？  你只叫我都忘了          原來當初你給我的  不是希望跟未來  只是比先前的那個他  帶給我更大的痛苦與絕望        你最常對我說的 就是對不起  以往 我都生悶氣的接受了  雖然嘴上還是會抱怨  但也沒有因為這個而鬧過  但這次的對不起  我真的沒有辦法接受  可卻什麼辦法都沒有…  更何況  你也從不需要我的原諒  你總是一直犯錯 一直道歉  你的對不起  也不是真心的吧…  ,sad
 放棄期待 仍不免失落 假裝若無其事 卻已千刀萬碎 不再有眼淚 遺忘了笑臉 站在車水馬龍的路口 我有不顧一切往前走的念頭 在上班下班的日子裡 成了無魂的軀殼 奪走了快樂 不只是埋怨 更是對不平的憎恨 不甘心 浪費這5年的青春  ,sad
  我脾氣真的越來越好了幹  我媽那鬼個性根本考驗一個人的EQ  幹幹幹    ----- Sent from JPTT on my iPhone  ,hate
 熱到靠杯  紫外線那麼強  這照太久會死人得皮膚癌的   幹  能不能天氣好一點 太陽被雲層遮住就好  我討厭這個島國氣候  ,hate
 吼 買了杯飲料要給我們家帥哥司機 結果來換了司機了嗚嗚嗚嗚   我還買大杯給他 早知道換我的小杯給他    喔沒有啦 我跟我們家司機都很好 司機都很愛給我拉塞 怪了吧  ,hate
  張X元去死張X元去死張X元去死 張X元去死張X元去死張X元去死 張X元去死張X元去死張X元去死 張X元去死張X元去死張X元去死 張X元去死張X元去死張X元去死 張X元去死張X元去死張X元去死 張X元去死張X元去死張X元去死  我坐在家裡沙發上都可以感覺他坐在電腦前看我。。。。。。。   張X元去死張X元去死張X元去死  ----- Sent from JPTT on my Samsung SM-G9208.  --    2015年我就從優達斯離職，直到現在我還是常聽見那時的主管張繼元的聲音   是誰在玩我呢？？？幻聽說有人把養在他身上的蠱一直移到我身上。。   幻聽是真的還是說這個主管是撒旦教的降頭師對我下降頭。。。   http://youptt.cc/BLbmt0   (我揭發他這麼久，他還是每天在我心臟跟我講共濟會的事，臉皮有夠厚)  ,hate
 晚上一直想這些事情  根本沒法睡著  為什麼自己的負能量要給別人擔？  把別人搞得狼狽心情差後自己會很開心嗎？   ,sad
 昨天竟然忙到發完文就沒空回來看了= =   真慘  我是語言天才吧  最近在狂讀韓文   人家花了三個月的課程我兩周就搞定了   其實是之前太混都沒空讀   買了個線上課程追進度中 XDD    早餐吃一半就好撐...煩 ,hate
 放下囉就不要感傷 也許那個痛都還在 好好過自己的日子 恨是一定的 但婚姻並不是你人生的全部 他們過爽日子的時間不會很多的 好好愛自己好好看他們的下場吧 不管他和小四去哪裡 即使在大陸福建也好 他們ˊ對你做的事 一定會有他們該受的罪  ,sad
" 生在幸福的家庭,我從小也努力當個乖寶寶。  一直以為當個深櫃平靜過日子就好，出社會看到大家出雙入對，  我好想找個對象談個戀愛。  現在都快40了，要出櫃已經太晚了。  看著認識的朋友一個個邁向家庭生活，  我實在好失落，當初如果在我還小的時候直接出櫃，  我的人生會怎樣呢？已故的父親會支持我嗎?  最愛我的母親會支持我嗎?  無論如何，當時的他們有彼此扶持，結果再怎樣也不會太糟。  現在，我只剩母親了，母親在父親死後就活在自己的世界，  照著自己的意思生活著，任何話都有點聽不進去。  我也不敢給她太大的刺激。我的未來只剩當個肥宅老死嗎？  ",sad
 https://i.imgur.com/MfD2B2P.jpg  幹他媽的  拎北還以為聯準會出來說要縮表美元會暴漲咧  結果現在才28.91。  幹！快點破三十啦。  幹你媽！   ,hate
 最近遇到一些問題  問了一位鄉民  他告訴我該怎麼做  照這他的方法  現在已解決  好高興~  ,happy
 剛剛經過沃克上次吃的香酥鴨  幹 離他家好遠好遠 竟然會跑去買 真是太意外了 這是所謂的人為財死鳥為食亡嗎  馬的 外面太陽超級無敵大 曬到會痛那種大 說好的閃電雷雨呢 快點出來喔 我已經在室內了 不怕你 來啊 幹     ,hate
 偷偷抱怨一下  圈子真的亂  睡來睡去有點猛  還被逮個正著  我又要開始懷疑人生了==  ,hate
  煩！愛莉莎莎的甜實在是  台灣人的驕傲 為什麼那麼多人嫉妒她  有夠煩 難道太正也是一種錯嗎？  ,hate
 晚餐吃118  有一樣主菜跟一道青菜再加上三道配菜  我點鴨肉飯  結果是冰的  冰冰涼涼好好吃喔  而且飯量跟菜量也不像以前那麼多了  不會有吃不完的問題  哪像鳳X  熱騰騰的還有茶  湯30塊就一大碗  完全就是想害我們肚子撐不下去嘛  好爽喔  ,happy
" 好累  頭好痛  討厭這樣  討厭我自己  -- Look at the stars, look how they shine for you And everything that you do, yeh they were all YELLOW I came along, i wrote a song for you and all the things you do, and it was called YELLOW And so i took my turn, oh what a thing to have done, And it was all YELLOW.  ",sad
 想在台中版發文交易 但有效文章要100篇 無意中發現黑皮版 好黑皮啊 希望可以趕快賣東西qqq  ,happy
" 就算當年有多麼厲害  老了病了就需要幫忙 ,但不代表你還是發號司令的人  你只想聽你要聽的 ,別人的話都聽不進去  轉頭就走  跟弟弟講哥哥與媽媽的壞話  跟媽講兒子們的壞話  你覺得我會給你好臉色看?   做人如此 ,你也只是失敗  天下沒有不是的誰 ,不要找這種藉口  ",hate
 曾經以為的天長地久到頭來卻是什麼都沒有  5年多了 該是到了盡頭  也許我們早就不該互相折磨  說放手 也許彼此才能找到自由  對不起 是我耽誤太久  我們再也沒有從今以後  謝謝給我曾經的回憶 我會放在心頭  也許哪天放下之後  我們都已經找到真正陪伴的左右  ,sad
 https://i.imgur.com/1R44tvS.jpg  北部的夏天怎麼辣麼悶啊  再一個半月就可以回家ㄌ ☺  ,hate
   今天認識了新朋友是馬來的  我剛代課出來  真巧因緣際會下問我說教堂在哪裡  後來指引了之後先忙我再去找找看他還在否  結果還在耶就聊了起來哈哈哈  再來就是逛校園 吃飯 看夜景星星  最後去逛夜市逛了兩小時吧他就回去民宿睡覺了  一路上好多話題哈哈他話比我多還好我對馬來有了解有去過  期待下次見面看電影海邊  希望你順利完成旅行  ,happy
 我冷掉了  一段感情我看到了許多謊言， 你們一同去高雄好玩嗎？ 你們一起去日本好玩嗎？ 我本以為我可以一直裝做不知道， 我本以為我可以等到我想要知道的答案， 現在看來，似乎我永遠解不開這個謎了！   ,sad
   這種心情像又失去了一次你，雖然我已經很習慣失去你了。  在沒有淚痕的臉上綻著微笑。  啊，是的，沒有人會回來。  ,sad
 畢業一陣子了 看到FB回顧這張圖片很好笑！ https://i.imgur.com/16hOske.jpg 企管什麼都學 但學的一點都不深 也不專精  但我還蠻喜歡做簡報的和上台報告 以前學生時代 還是做簡報高手 現在看到好多學生 不單純用ppt 用不同軟體做的更好了^^  之後出來工作 真的有什麼工作就做 什麼產業就做 但卻知道很多八卦和黑暗面..... 也是一種經驗啦！  ,happy
  真的想了好久才決定要問，感謝朋友開車載我去costco  本來早上九點多就開始喬時間，中午我糊里糊塗睡著兩次xD  但他還是非常有耐心等待，過程中一點都沒有生氣，  謝謝你，你真是好人！  把車停好之後，還幫我推推車XDDD  其實我推得動，但你還是堅持要推～   結帳的時候，他竟然拿出信用卡刷卡！  雖然我不知道他是不是需要累積點數還是甚麼，  我買了剛好999，不過他扣了自己的紅利點數，總金額是8XX  後來我還是塞了一千塊給他XDDDDD  感謝他還幫我抱了裝滿食物的紙箱走到車上  我不是弱女子，但經驗告訴我，要讓男生幫忙一下XD  感謝你！你真是好人！  ,happy
 下雨天  戴上耳機  聽著抒情的懷舊歌曲  看著窗戶上緩慢滑落的雨點  有一點感傷  ,sad
 一個人吃飯 一個人逛街 一個人看電影 一個人開刀 ..... 孤獨讓人心寒 卻也讓人獲得前進的動力  因為  沒有退路  回不了頭  ,sad
 想看一下手機  剛去繳費 店員問 你手機可以續約喔 我說我等時間到我要NP 他說 我們也可以辦啊  一定也很優惠  我拿出地標的單子出來 他算了很久 無言  幹 作不出來一樣資費  就不要浪費我時間  ,hate
 https://i.imgur.com/n1uZwoc.jpg https://i.imgur.com/HsAhIQb.jpg https://i.imgur.com/quoafmc.jpg https://i.imgur.com/4JgynVP.jpg  人氣7耶怎麼都沒人發文  起來啊不要夢遊了   今天台股又崩崩了  希望持股跌的比大盤少就好   做人就是要講信用  今年獎金開完了  預估超過預期發批幣  小紅包一個 :)  不知道什麼時候會停  請自主應變 本人不另行通知  ---- Sent from BePTT on my Realme RMX3171  -- Q    ◢▲◣    ◢▲◣ S  ◢  \\██  //  ◣            發財發財 W 【'' )  ◢▄◣  ◢▄◣ ▎        發財發財 E ◥  |  ▼  ▍◢千◣ 發財發財 E ◥ \=== ︶︶    ===▎█万= 】 發財發財 T  ◥ ▃▃▃▃●▃▃▃▃ \◥両◤ 發財發財  ,hate
 到現在還覺得有溺水的感覺 @@ 忽然決定要幹嘛就幹嘛 三天內要全院快篩完...  ,hate
 希望一切都是一場夢 放過我吧 往昔所造諸惡業 皆由無始貪瞋癡 從身語意之所生 今對佛前求懺悔  ,sad
 今天來個大絕招 【去洗衣機看一下】！！  看水槽有沒有零錢〈認真  今天  我媽洗衣服掉出兩張一百（我先發現）  我拿去吹風機吹乾  我就給我自己拿去當零用錢  一千元就這麼成了  謝謝大家  謝謝上帝  --  ◢███◣      ＿＿＿＿＿＿＿＿＿＿＿＿  ◤   ≡  ▌   ／     總統府秘書室      ︳  |─⊙-⊙-|   <                         ︳  |    皿　|    ╲秘書長 ONEPIECE_度杜文 ︳  ◣   ︶◢       ￣￣￣￣￣￣￣￣￣￣￣￣ 2016.07.23  ,happy
  唧唧歪歪欸 系辦小姐真的很討厭 聽聲音就知道是誰 本來是別的系的 之前去那邊打工過 她真的超囉嗦== 廢話一堆 氣死  一直在那邊說廢話 我就是沒辦法才要申請阿 ㄇㄉ  ,hate
 我媽剛才問我  准考證出來了沒  要不要下午和他一起去拜拜    哈哈  真的很迷信    我從考高中 考大學 考研究所  每一次考前都拿准考證去拜拜  哪一次有考好的？     ？  ,hate
